都道府県,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
　鳥取県,0.09345200254291164,0.001589319771137953,0.0050858232676414495,0.0003178639542275906,0.11252383979656706,0.16942148760330578,0.02670057215511761,0.019389701207883026,0.00572155117609663,0.01080737444373808,0.07374443738080101,0.0034965034965034965,0.010171646535282899,0.03750794659885569,0.1621106166560712,0.04227590591226955,0.11983471074380166,0.030832803560076286,0.00572155117609663,0.04418308963763509,0.028925619834710745,0.0912269548633185,0.04354736172917991,0.018118245390972662,0.11315956770502225,0.02097902097902098,0.05944055944055944,0.04322949777495232,0.014621741894469168
　島根県,0.07174307174307175,0.001813001813001813,0.012173012173012173,0.001295001295001295,0.12794612794612795,0.15358715358715358,0.02512302512302512,0.015799015799015798,0.007252007252007252,0.008288008288008289,0.0518000518000518,0.009324009324009324,0.01036001036001036,0.03470603470603471,0.17353017353017353,0.03885003885003885,0.13468013468013468,0.023310023310023312,0.003367003367003367,0.04972804972804973,0.03237503237503238,0.0991970991970992,0.045066045066045064,0.022533022533022532,0.11396011396011396,0.02641802641802642,0.050505050505050504,0.04040404040404041,0.006216006216006216
　岡山県,0.05531914893617021,0.0006227296315516347,0.0021795537104307215,0.0013492475350285417,0.09257913855734302,0.2038401660612351,0.02584327970939284,0.02553191489361702,0.03020238713025428,0.015879605604566683,0.06341463414634146,0.006019719771665801,0.01608718214841723,0.05282823040996367,0.18038401660612352,0.04608199273482096,0.13430202387130255,0.02376751427088739,0.00851063829787234,0.03995848469122989,0.031240269849507004,0.09797612869745718,0.04805396990140114,0.015672029060716137,0.11157239231966788,0.026673585884795018,0.05822522055007784,0.031551634665282824,0.011728074727555786
　広島県,0.03916323731138546,0.0008916323731138546,0.004320987654320987,6.858710562414266e-05,0.09945130315500686,0.19636488340192043,0.026268861454046638,0.0144718792866941,0.01721536351165981,0.020027434842249656,0.07983539094650206,0.008093278463648833,0.019684499314128943,0.04821673525377229,0.1900548696844993,0.06083676268861454,0.12921810699588476,0.022359396433470506,0.012551440329218106,0.04636488340192044,0.03930041152263374,0.08237311385459534,0.046159122085048014,0.012414266117969822,0.12482853223593965,0.0242798353909465,0.06728395061728396,0.035116598079561044,0.01159122085048011
　山口県,0.05667154449913529,0.000931222562192364,0.00931222562192364,0.0013303179459890914,0.10669149926832514,0.1778635093787415,0.024477850206199282,0.00944525741652255,0.042570174271650926,0.016362910735665825,0.04243714247705201,0.006252494346148729,0.00771584408673673,0.05307968604496475,0.1805241452707197,0.04323533324464547,0.13742184382067313,0.024477850206199282,0.008247971265132367,0.04908873220699747,0.03857922043368365,0.09684714646800585,0.04376746042304111,0.014234402022083278,0.11613675668484767,0.027138486098177466,0.05707063988293202,0.03937741120127711,0.007449780497538912
　徳島県,0.0900176012069399,0.0010057832537088258,0.006789036962534574,0.0007543374402816193,0.10334422931858185,0.16696002011566508,0.024390243902439025,0.01986421926074931,0.0311792808649736,0.01056072416394267,0.030173497611264772,0.005028916268544128,0.01056072416394267,0.035453859693236105,0.16670857430223787,0.044757354790042746,0.12220266532562232,0.02388735227558461,0.009554940910233845,0.04450590897661554,0.03620819713351773,0.1013326628111642,0.05305506663314056,0.013829519738496355,0.10585868745285391,0.024390243902439025,0.0507920543122957,0.04551169223032436,0.016092532059341212
　香川県,0.06387966399687439,0.0003907013088493846,0.004688415706192616,0.0015628052353975385,0.09494041805040047,0.17933190076186756,0.03789802695839031,0.015628052353975387,0.01855831217034577,0.018753662824770465,0.039070130884938464,0.009572182066809924,0.011525688611056847,0.05137722211369408,0.19281109591717133,0.06251220941590155,0.13029888650126978,0.022465325258839618,0.011721039265481539,0.04297714397343231,0.03496776714201993,0.08810314514553624,0.04883766360617308,0.014651299081851924,0.1119359249853487,0.02441883180308654,0.05645633912873608,0.03770267630396562,0.012111740574330924
　愛媛県,0.08235941152206792,0.0013749484394335212,0.014436958614051972,0.001237453595490169,0.10160868967413722,0.16760621476694623,0.026673999725010313,0.019661762683899353,0.019524267839956002,0.011137082359411523,0.04743572116045648,0.004674824694073972,0.014299463770108621,0.04661075209679637,0.18383060635226178,0.04551079334524955,0.1381823181630689,0.024886566753746734,0.008662175168431183,0.04839818506805995,0.03987350474357212,0.09968376185893028,0.039048535679912004,0.01869929877629589,0.10325862780145745,0.023511618314313212,0.0551354324212842,0.03464870067372473,0.004812319538017324
　高知県,0.1040801368189592,0.005130710969948693,0.014414854629855851,0.0009772782799902272,0.10701197165892988,0.09870510627901295,0.020278524309797215,0.010261421939897385,0.002443195699975568,0.008062545809919374,0.02369899828976301,0.005619350109943806,0.010994380649890056,0.03371610065966284,0.18641583190813585,0.04739799657952602,0.1390178353286098,0.026875152699731248,0.006596628389934034,0.05741509894942585,0.04324456388956755,0.11409723918885903,0.050085511849499144,0.018568287319814317,0.10554605423894454,0.026142193989738577,0.05130710969948693,0.042511605179574884,0.011971658929880283
　福岡県,0.04062068405231944,0.000365586156470875,0.0010967584694126249,0.0010561377853603054,0.09927695182386871,0.14257860102364123,0.02615972052969372,0.007758550653993013,0.012064343163538873,0.014582825574782679,0.03745227069623853,0.005971240555690958,0.026322203265902996,0.054269233893898775,0.20537817856852708,0.0666585425298562,0.13871963603867088,0.027987651312048095,0.014948411731253554,0.05577219920383459,0.049313510439515804,0.08814688439353319,0.044845235193760664,0.009870826224713624,0.13356080916402632,0.027175237631001707,0.07222357624502397,0.030343650987082624,0.017588756194654317
　佐賀県,0.09273640931932389,0.0006852444038373687,0.015989036089538604,0.0011420740063956144,0.10301507537688442,0.1626313385107355,0.040657834627683874,0.01347647327546825,0.015532206486980357,0.010507080858839652,0.040657834627683874,0.00548195523069895,0.00867976244860667,0.039744175422567384,0.17131110095934216,0.03837368661489265,0.13293741434444953,0.02147099132023755,0.003654636820465966,0.045454545454545456,0.034262220191868434,0.10666971219735039,0.04568296025582458,0.017816354499771585,0.10758337140246688,0.02147099132023755,0.05778894472361809,0.043627227044312475,0.006852444038373686
　長崎県,0.05863978418287662,0.0007099247479767144,0.021865682237682805,0.0008519096975720574,0.10918642623881869,0.12977424393014342,0.028680959818259265,0.015050404657106347,0.0032656538406928867,0.00979696152207866,0.044725259122533015,0.006531307681385773,0.009229021723697288,0.04245349992900752,0.1827346301292063,0.044441289223342326,0.13829334090586398,0.023427516683231578,0.008519096975720574,0.05736191963651853,0.0400397557858867,0.11074826068436745,0.04657106346727247,0.01618628425386909,0.11742155331534858,0.02697714042311515,0.059065739031662644,0.0499787022575607,0.007809172227743859
　熊本県,0.09880239520958084,0.0027722333111554667,0.011643379906852961,0.0005544466622310934,0.09525393657130184,0.13739188290086493,0.0249500998003992,0.011754269239299179,0.011088933244621867,0.010423597249944556,0.051452650255045466,0.003992015968063872,0.014637391882900865,0.038922155688622756,0.17365269461077845,0.04357950765136394,0.1300731869594145,0.02251053448658239,0.009536482590374805,0.049234863606121095,0.03870037702373032,0.10722998447549346,0.04624085163007319,0.016300731869594146,0.11465956974939011,0.025726325127522733,0.06076735418052783,0.04557551563539587,0.010978043912175649
　大分県,0.07492354740061162,0.0011892626571525654,0.012572205232755691,0.0016989466530750934,0.11247026843357119,0.15341488277268095,0.022765885151206252,0.009174311926605505,0.013761467889908258,0.011213047910295617,0.06133197417601087,0.004926945293917771,0.011043153244988108,0.04196398233095481,0.1744818212708121,0.042303771661569824,0.13200815494393475,0.021576622494053687,0.006965681277607883,0.05793408086986069,0.04145429833503228,0.09802922188243289,0.04400271831464492,0.01563030920829086,0.11416921508664628,0.025314305130818893,0.06201155283724091,0.04417261297995243,0.008664627930682976
　宮崎県,0.1095890410958904,0.00450840991850182,0.010750823651812035,0.0005202011444425178,0.10768163689960118,0.13507889717357377,0.033639674007282815,0.014565632044390498,0.014739032425871337,0.005722212588867696,0.03329287324432114,0.006242413733310213,0.009710421362926998,0.03537367782209121,0.17149297728455,0.03970868735911219,0.131610889543957,0.022888850355470784,0.007456216403676088,0.05219351482573262,0.03884168545170799,0.0936362059996532,0.044563898040575686,0.019941043870296514,0.11947286284029825,0.029651465233223512,0.05860932894052367,0.04144269117392058,0.007282816022195249
　鹿児島県,0.1031331592689295,0.0020175646807500595,0.00866366009969143,0.0020175646807500595,0.09553762164728222,0.1285307381913126,0.041894137194398294,0.010087823403750296,0.003204367434132447,0.005221932114882507,0.035366722050795156,0.004984571564206029,0.007002136244956088,0.04474246380251602,0.18609067173035843,0.04569190600522193,0.1403987657251365,0.018870163778779966,0.006646095418941372,0.053406123902207454,0.039283171136957035,0.10123427486351769,0.05115119867078092,0.02041300735817707,0.10716828863042963,0.023617374792309517,0.05269404225017802,0.05328744362686921,0.005221932114882507
　沖縄県,0.04871538204871538,0.0001668335001668335,0.004671338004671338,0.001001001001001001,0.1314647981314648,0.05221888555221889,0.020687354020687353,0.0038371705038371703,0.00333667000333667,0.00717384050717384,0.0021688355021688356,0.006006006006006006,0.01768435101768435,0.04971638304971638,0.17300633967300633,0.04971638304971638,0.12328995662328995,0.02385719052385719,0.013013013013013013,0.08058058058058058,0.06106106106106106,0.1061061061061061,0.053553553553553554,0.011011011011011011,0.1558224891558225,0.02902902902902903,0.08108108108108109,0.06072739406072739,0.010510510510510511
